PairedTagName,ATACName,DNAmethName,AllenIdName,all,H3K4me1,H3K9me3,H3K27ac,H3K27me3,ATAC,DNAMeth,HiC
128_VMH_Fezf1_Glut,128_VMH_Fezf1_Glut,128_VMH_Fezf1_Glut,128 VMH Fezf1 Glut,all-male1140:476:664_female805:501:304,H3K4me1-male397:144:253_female338:227:111,H3K9me3-male267:52:215_female198:87:111,H3K27ac-male188:123:65_female86:64:22,H3K27me3-male288:157:131_female183:123:60,1,1,1
129_VMH_Nr5a1_Glut,129_VMH_Nr5a1_Glut,129_VMH_Nr5a1_Glut,129 VMH Nr5a1 Glut,all-male7488:3044:4444_female4800:2955:1845,H3K4me1-male2464:768:1696_female1980:1330:650,H3K9me3-male1763:263:1500_female1135:486:649,H3K27ac-male1354:899:455_female537:359:178,H3K27me3-male1907:1114:793_female1148:780:368,1,1,1
130_LHA_Pmch_Glut,130_LHA_Pmch_Glut,130_LHA_Pmch_Glut,130 LHA Pmch Glut,all-male518:211:307_female396:267:129,H3K4me1-male183:53:130_female179:134:45,H3K9me3-male105:12:93_female107:54:53,H3K27ac-male92:62:30_female40:31:9,H3K27me3-male138:84:54_female70:48:22,1,1,1
131_LHA_AHN_PVH_Otp_Trh_Glut,131_LHA-AHN-PVH_Otp_Trh_Glut,131_LHA-AHN-PVH_Otp_Trh_Glut,131 LHA-AHN-PVH Otp Trh Glut,all-male2267:1012:1255_female1662:1069:593,H3K4me1-male689:263:426_female655:470:185,H3K9me3-male529:80:449_female379:163:216,H3K27ac-male446:302:144_female228:167:61,H3K27me3-male603:367:236_female400:269:131,1,1,1
132_AHN_RCH_LHA_Otp_Fezf1_Glut,132_AHN-RCH-LHA_Otp_Fezf1_Glut,132_AHN-RCH-LHA_Otp_Fezf1_Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,all-male3916:1701:2215_female2355:1444:911,H3K4me1-male1194:389:805_female908:605:303,H3K9me3-male879:134:745_female569:254:315,H3K27ac-male754:501:253_female315:218:97,H3K27me3-male1089:677:412_female563:367:196,1,1,1
133_PVH_SO_PVa_Otp_Glut,133_PVH-SO-PVa_Otp_Glut,133_PVH-SO-PVa_Otp_Glut,133 PVH-SO-PVa Otp Glut,all-male3380:1477:1903_female2191:1350:841,H3K4me1-male1095:389:706_female889:596:293,H3K9me3-male743:116:627_female531:238:293,H3K27ac-male610:400:210_female260:187:73,H3K27me3-male932:572:360_female511:329:182,1,1,1
134_PH_ant_LHA_Otp_Bsx_Glut,134_PH-ant-LHA_Otp_Bsx_Glut,134_PH-ant-LHA_Otp_Bsx_Glut,134 PH-ant-LHA Otp Bsx Glut,all-male1823:788:1035_female1191:719:472,H3K4me1-male579:213:366_female480:320:160,H3K9me3-male432:77:355_female303:121:182,H3K27ac-male337:225:112_female124:87:37,H3K27me3-male475:273:202_female284:191:93,1,1,1
135_STN_PSTN_Pitx2_Glut,135_STN-PSTN_Pitx2_Glut,135_STN-PSTN_Pitx2_Glut,135 STN-PSTN Pitx2 Glut,all-male13871:7791:6080_female10115:6432:3683,H3K4me1-male3291:1595:1696_female2716:1458:1258,H3K9me3-male2966:1556:1410_female2644:1400:1244,H3K27ac-male3436:2137:1299_female2162:1785:377,H3K27me3-male4178:2503:1675_female2593:1789:804,1,1,1
136_PMv_TMv_Pitx2_Glut,136_PMv-TMv_Pitx2_Glut,136_PMv-TMv_Pitx2_Glut,136 PMv-TMv Pitx2 Glut,all-male282:127:155_female255:146:109,H3K4me1-male80:28:52_female95:61:34,H3K9me3-male77:19:58_female59:21:38,H3K27ac-male59:38:21_female40:23:17,H3K27me3-male66:42:24_female61:41:20,1,1,1
137_PH_an_Pitx2_Glut,137_PH-an_Pitx2_Glut,137_PH-an_Pitx2_Glut,137 PH-an Pitx2 Glut,all-male198:81:117_female105:68:37,H3K4me1-male72:18:54_female33:26:7,H3K9me3-male45:7:38_female21:8:13,H3K27ac-male36:29:7_female20:12:8,H3K27me3-male45:27:18_female31:22:9,1,1,1
138_PH_Pitx2_Glut,138_PH_Pitx2_Glut,138_PH_Pitx2_Glut,138 PH Pitx2 Glut,all-male54:22:32_female38:20:18,H3K4me1-male21:7:14_female14:7:7,H3K9me3-male11:1:10_female9:3:6,H3K27ac-male10:8:2_female3:3:0,H3K27me3-male12:6:6_female12:7:5,1,1,1
139_PH_LHA_Foxb1_Glut,139_PH-LHA_Foxb1_Glut,139_PH-LHA_Foxb1_Glut,139 PH-LHA Foxb1 Glut,all-male11745:6496:5249_female5664:3458:2206,H3K4me1-male2851:1456:1395_female1453:651:802,H3K9me3-male2615:1450:1165_female1488:660:828,H3K27ac-male2843:1640:1203_female1324:1089:235,H3K27me3-male3436:1950:1486_female1399:1058:341,1,1,1
140_PMd_LHA_Foxb1_Glut,140_PMd-LHA_Foxb1_Glut,140_PMd-LHA_Foxb1_Glut,140 PMd-LHA Foxb1 Glut,all-male30:13:17_female20:12:8,H3K4me1-male10:1:9_female10:8:2,H3K9me3-male6:1:5_female2:0:2,H3K27ac-male6:5:1_female1:1:0,H3K27me3-male8:6:2_female7:3:4,0,0,0
141_PH_SUM_Foxa1_Glut,141_PH-SUM_Foxa1_Glut,141_PH-SUM_Foxa1_Glut,141 PH-SUM Foxa1 Glut,all-male209:91:118_female226:128:98,H3K4me1-male62:22:40_female75:47:28,H3K9me3-male52:15:37_female39:10:29,H3K27ac-male45:27:18_female35:22:13,H3K27me3-male50:27:23_female77:49:28,1,1,1
142_HY_Gnrh1_Glut,142_HY_Gnrh1_Glut,142_HY_Gnrh1_Glut,142 HY Gnrh1 Glut,all-male27206:13950:13256_female17402:10357:7045,H3K4me1-male8703:4223:4480_female8713:5805:2908,H3K9me3-male5124:1486:3638_female4269:1759:2510,H3K27ac-male5796:3794:2002_female1494:959:535,H3K27me3-male7583:4447:3136_female2926:1834:1092,1,1,1
143_MM_ant_Foxb1_Glut,143_MM-ant_Foxb1_Glut,143_MM-ant_Foxb1_Glut,143 MM-ant Foxb1 Glut,all-male12:4:8_female10:7:3,H3K4me1-male4:1:3_female5:2:3,H3K9me3-male4:0:4_female0:0:0,H3K27ac-male1:1:0_female3:3:0,H3K27me3-male3:2:1_female2:2:0,0,0,0
149_PVT_PT_Ntrk1_Glut,149_PVT-PT_Ntrk1_Glut,149_PVT-PT_Ntrk1_Glut,149 PVT-PT Ntrk1 Glut,all-male274:128:146_female179:102:77,H3K4me1-male90:39:51_female82:49:33,H3K9me3-male47:4:43_female47:18:29,H3K27ac-male57:35:22_female21:16:5,H3K27me3-male80:50:30_female29:19:10,1,1,1
151_TH_Prkcd_Grin2c_Glut,151_TH_Prkcd_Grin2c_Glut,151_TH_Prkcd_Grin2c_Glut,151 TH Prkcd Grin2c Glut,all-male562:239:323_female339:204:135,H3K4me1-male197:69:128_female150:103:47,H3K9me3-male132:32:100_female76:33:43,H3K27ac-male102:63:39_female40:26:14,H3K27me3-male131:75:56_female73:42:31,1,1,1
152_RE_Xi_Nox4_Glut,152_RE-Xi_Nox4_Glut,152_RE-Xi_Nox4_Glut,152 RE-Xi Nox4 Glut,all-male2780:1272:1508_female1809:1156:653,H3K4me1-male858:305:553_female779:524:255,H3K9me3-male591:106:485_female426:194:232,H3K27ac-male574:387:187_female215:158:57,H3K27me3-male757:474:283_female389:280:109,1,1,1
156_MB_ant_ve_Dmrta2_Glut,156_MB-ant-ve_Dmrta2_Glut,156_MB-ant-ve_Dmrta2_Glut,156 MB-ant-ve Dmrta2 Glut,all-male11474:6737:4737_female6486:4743:1743,H3K4me1-male2623:1623:1000_female1799:1220:579,H3K9me3-male2596:1594:1002_female1866:1366:500,H3K27ac-male2778:1545:1233_female1339:1109:230,H3K27me3-male3477:1975:1502_female1482:1048:434,1,1,1
159_IF_RL_CLI_PAG_Foxa1_Glut,159_IF-RL-CLI-PAG_Foxa1_Glut,159_IF-RL-CLI-PAG_Foxa1_Glut,159 IF-RL-CLI-PAG Foxa1 Glut,all-male7615:4037:3578_female3937:2283:1654,H3K4me1-male1851:921:930_female936:346:590,H3K9me3-male1755:929:826_female919:354:565,H3K27ac-male1838:1055:783_female1078:869:209,H3K27me3-male2171:1132:1039_female1004:714:290,1,1,1
166_MRN_Pou3f1_C1ql4_Glut,166_MRN_Pou3f1_C1ql4_Glut,166_MRN_Pou3f1_C1ql4_Glut,166 MRN Pou3f1 C1ql4 Glut,all-male977:498:479_female363:185:178,H3K4me1-male260:117:143_female112:26:86,H3K9me3-male241:119:122_female88:27:61,H3K27ac-male233:135:98_female77:65:12,H3K27me3-male243:127:116_female86:67:19,1,1,1
168_SPA_SPFm_SPFp_POL_PIL_PoT_Sp9_Glut,168_SPA-SPFm-SPFp-POL-PIL-PoT_Sp9_Glut,168_SPA-SPFm-SPFp-POL-PIL-PoT_Sp9_Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,all-male421:230:191_female151:88:63,H3K4me1-male103:53:50_female55:33:22,H3K9me3-male101:56:45_female43:15:28,H3K27ac-male102:55:47_female23:19:4,H3K27me3-male115:66:49_female30:21:9,1,1,1
180_SCiw_Pitx2_Glut,180_SCiw_Pitx2_Glut,180_SCiw_Pitx2_Glut,180 SCiw Pitx2 Glut,all-male9706:5870:3836_female4247:2675:1572,H3K4me1-male2267:1439:828_female1013:411:602,H3K9me3-male2323:1469:854_female985:466:519,H3K27ac-male2252:1317:935_female1074:928:146,H3K27me3-male2864:1645:1219_female1175:870:305,1,1,1
191_PAG_MRN_Rln3_Gaba,191_PAG-MRN_Rln3_Gaba,191_PAG-MRN_Rln3_Gaba,191 PAG-MRN Rln3 Gaba,all-male66:29:37_female43:25:18,H3K4me1-male15:3:12_female11:3:8,H3K9me3-male17:8:9_female16:8:8,H3K27ac-male12:7:5_female10:10:0,H3K27me3-male22:11:11_female6:4:2,0,0,0
195_SNr_VTA_Pax5_Npas1_Gaba,195_SNr-VTA_Pax5_Npas1_Gaba,195_SNr-VTA_Pax5_Npas1_Gaba,195 SNr-VTA Pax5 Npas1 Gaba,all-male8044:4009:4035_female5268:3418:1850,H3K4me1-male2433:1192:1241_female1448:783:665,H3K9me3-male2128:1117:1011_female1496:827:669,H3K27ac-male1595:814:781_female1102:933:169,H3K27me3-male1888:886:1002_female1222:875:347,1,1,1
196_PAG_PPN_Pax5_Sox21_Gaba,196_PAG-PPN_Pax5_Sox21_Gaba,196_PAG-PPN_Pax5_Sox21_Gaba,196 PAG-PPN Pax5 Sox21 Gaba,all-male1182:551:631_female596:325:271,H3K4me1-male324:151:173_female140:58:82,H3K9me3-male270:142:128_female156:46:110,H3K27ac-male269:124:145_female156:121:35,H3K27me3-male319:134:185_female144:100:44,1,1,1
197_SNr_Six3_Gaba,197_SNr_Six3_Gaba,197_SNr_Six3_Gaba,197 SNr Six3 Gaba,all-male6701:3388:3313_female3916:2597:1319,H3K4me1-male1956:952:1004_female1092:560:532,H3K9me3-male1807:898:909_female1064:564:500,H3K27ac-male1329:736:593_female838:751:87,H3K27me3-male1609:802:807_female922:722:200,1,1,1
199_PAG_MRN_RN_Foxa2_Gaba,199_PAG-MRN-RN_Foxa2_Gaba,199_PAG-MRN-RN_Foxa2_Gaba,199 PAG-MRN-RN Foxa2 Gaba,all-male2992:1462:1530_female2145:1521:624,H3K4me1-male738:388:350_female680:471:209,H3K9me3-male670:353:317_female671:485:186,H3K27ac-male836:324:512_female461:346:115,H3K27me3-male748:397:351_female333:219:114,1,1,1
200_PAG_ND_PCG_Onecut1_Gaba,200_PAG-ND-PCG_Onecut1_Gaba,200_PAG-ND-PCG_Onecut1_Gaba,200 PAG-ND-PCG Onecut1 Gaba,all-male3712:2182:1530_female1665:1163:502,H3K4me1-male879:471:408_female485:321:164,H3K9me3-male786:452:334_female535:356:179,H3K27ac-male904:552:352_female257:215:42,H3K27me3-male1143:707:436_female388:271:117,1,1,1
202_PRT_Tcf7l2_Gaba,202_PRT_Tcf7l2_Gaba,202_PRT_Tcf7l2_Gaba,202 PRT Tcf7l2 Gaba,all-male5815:3160:2655_female3031:2130:901,H3K4me1-male1489:723:766_female1091:799:292,H3K9me3-male1257:660:597_female749:445:304,H3K27ac-male1375:809:566_female576:467:109,H3K27me3-male1694:968:726_female615:419:196,1,1,1
203_LGv_SPFp_SPFm_Nkx2_2_Tcf7l2_Gaba,203_LGv-SPFp-SPFm_Nkx2-2_Tcf7l2_Gaba,203_LGv-SPFp-SPFm_Nkx2-2_Tcf7l2_Gaba,203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,all-male963:459:504_female472:280:192,H3K4me1-male261:109:152_female143:71:72,H3K9me3-male244:91:153_female127:44:83,H3K27ac-male203:116:87_female84:73:11,H3K27me3-male255:143:112_female118:92:26,1,1,1
213_SCsg_Gabrr2_Gaba,213_SCsg_Gabrr2_Gaba,213_SCsg_Gabrr2_Gaba,213 SCsg Gabrr2 Gaba,all-male257:109:148_female108:64:44,H3K4me1-male78:24:54_female35:16:19,H3K9me3-male54:26:28_female27:13:14,H3K27ac-male44:26:18_female15:13:2,H3K27me3-male81:33:48_female31:22:9,1,1,1
214_IPN_Otp_Crisp1_Gaba,214_IPN_Otp_Crisp1_Gaba,214_IPN_Otp_Crisp1_Gaba,214 IPN Otp Crisp1 Gaba,all-male3945:1663:2282_female2673:1891:782,H3K4me1-male1352:543:809_female719:457:262,H3K9me3-male1166:542:624_female761:449:312,H3K27ac-male625:274:351_female518:449:69,H3K27me3-male802:304:498_female675:536:139,1,1,1
215_SNc_VTA_RAmb_Foxa1_Dopa,215_SNc-VTA-RAmb_Foxa1_Dopa,215_SNc-VTA-RAmb_Foxa1_Dopa,215 SNc-VTA-RAmb Foxa1 Dopa,all-male11157:5694:5463_female6100:3975:2125,H3K4me1-male3114:1412:1702_female1743:920:823,H3K9me3-male2897:1495:1402_female1745:875:870,H3K27ac-male2419:1318:1101_female1255:1091:164,H3K27me3-male2727:1469:1258_female1357:1089:268,1,1,1
216_MB_MY_Tph2_Glut_Sero,216_MB-MY_Tph2_Glut-Sero,216_MB-MY_Tph2_Glut-Sero,216 MB-MY Tph2 Glut-Sero,all-male1140:604:536_female671:437:234,H3K4me1-male312:179:133_female212:121:91,H3K9me3-male319:181:138_female221:132:89,H3K27ac-male235:115:120_female114:94:20,H3K27me3-male274:129:145_female124:90:34,1,1,1
231_IPN_LDT_Vsx2_Nkx6_1_Glut,231_IPN-LDT_Vsx2_Nkx6-1_Glut,231_IPN-LDT_Vsx2_Nkx6-1_Glut,231 IPN-LDT Vsx2 Nkx6-1 Glut,all-male363:189:174_female203:129:74,H3K4me1-male108:45:63_female48:31:17,H3K9me3-male103:61:42_female65:31:34,H3K27ac-male76:43:33_female42:35:7,H3K27me3-male76:40:36_female48:32:16,1,1,1
268_CS_PRNr_DR_En1_Sox2_Gaba,268_CS-PRNr-DR_En1_Sox2_Gaba,268_CS-PRNr-DR_En1_Sox2_Gaba,268 CS-PRNr-DR En1 Sox2 Gaba,all-male479:272:207_female181:111:70,H3K4me1-male125:70:55_female58:30:28,H3K9me3-male114:57:57_female62:30:32,H3K27ac-male123:73:50_female24:21:3,H3K27me3-male117:72:45_female37:30:7,1,1,1
318_Astro_NT_NN,318_Astro-NT_NN,318_Astro-NT_NN,318 Astro-NT NN,all-male54266:21191:33075_female38239:22981:15258,H3K4me1-male17869:4867:13002_female11993:7859:4134,H3K9me3-male14072:3682:10390_female11388:5831:5557,H3K27ac-male8890:5321:3569_female5103:3318:1785,H3K27me3-male13435:7321:6114_female9755:5973:3782,1,1,1
319_Astro_TE_NN,319_Astro-TE_NN,319_Astro-TE_NN,319 Astro-TE NN,all-male127995:52636:75359_female115359:76621:38738,H3K4me1-male30188:8771:21417_female31334:19217:12117,H3K9me3-male29508:8222:21286_female32520:19849:12671,H3K27ac-male26555:13942:12613_female16851:12599:4252,H3K27me3-male41744:21701:20043_female34654:24956:9698,1,1,1
322_Tanycyte_NN,322_Tanycyte_NN,322_Tanycyte_NN,322 Tanycyte NN,all-male2131:777:1354_female1796:1245:551,H3K4me1-male650:165:485_female494:349:145,H3K9me3-male490:90:400_female343:144:199,H3K27ac-male387:221:166_female323:247:76,H3K27me3-male604:301:303_female636:505:131,1,1,1
323_Ependymal_NN,323_Ependymal_NN,323_Ependymal_NN,323 Ependymal NN,all-male17969:6931:11038_female17115:10335:6780,H3K4me1-male4656:2011:2645_female5246:3097:2149,H3K9me3-male3473:927:2546_female4495:2237:2258,H3K27ac-male4839:1891:2948_female3608:2512:1096,H3K27me3-male5001:2102:2899_female3766:2489:1277,1,1,1
325_CHOR_NN,325_CHOR_NN,325_CHOR_NN,325 CHOR NN,all-male12586:3553:9033_female11027:6485:4542,H3K4me1-male2672:1350:1322_female3874:2029:1845,H3K9me3-male2314:1039:1275_female3662:1922:1740,H3K27ac-male3669:527:3142_female1604:1164:440,H3K27me3-male3931:637:3294_female1887:1370:517,1,1,1
326_OPC_NN,326_OPC_NN,326_OPC_NN,326 OPC NN,all-male48802:20904:27898_female40298:28974:11324,H3K4me1-male12494:3937:8557_female11030:7455:3575,H3K9me3-male12753:4122:8631_female11620:7464:4156,H3K27ac-male8989:5148:3841_female5577:4606:971,H3K27me3-male14566:7697:6869_female12071:9449:2622,1,1,1
327_Oligo_NN,327_Oligo_NN,327_Oligo_NN,327 Oligo NN,all-male112901:40064:72837_female94626:54709:39917,H3K4me1-male34330:7049:27281_female24926:15243:9683,H3K9me3-male29431:6241:23190_female28946:16477:12469,H3K27ac-male17334:10731:6603_female11606:6177:5429,H3K27me3-male31806:16043:15763_female29148:16812:12336,1,1,1
329_ABC_NN,329_ABC_NN,329_ABC_NN,329 ABC NN,all-male4428:1864:2564_female4549:2695:1854,H3K4me1-male1274:380:894_female1083:574:509,H3K9me3-male1294:510:784_female787:348:439,H3K27ac-male623:366:257_female973:646:327,H3K27me3-male1237:608:629_female1706:1127:579,1,1,1
330_VLMC_NN,330_VLMC_NN,330_VLMC_NN,330 VLMC NN,all-male17616:6873:10743_female13534:6960:6574,H3K4me1-male4927:1618:3309_female2649:1377:1272,H3K9me3-male4523:1842:2681_female2451:1003:1448,H3K27ac-male3249:1343:1906_female3232:1844:1388,H3K27me3-male4917:2070:2847_female5202:2736:2466,1,1,1
331_Peri_NN,331_Peri_NN,331_Peri_NN,331 Peri NN,all-male1191:172:1019_female1363:723:640,H3K4me1-male575:43:532_female262:169:93,H3K9me3-male239:32:207_female162:88:74,H3K27ac-male120:34:86_female331:178:153,H3K27me3-male257:63:194_female608:288:320,1,1,1
332_SMC_NN,332_SMC_NN,332_SMC_NN,332 SMC NN,all-male222:56:166_female175:82:93,H3K4me1-male89:14:75_female54:26:28,H3K9me3-male46:16:30_female32:8:24,H3K27ac-male25:8:17_female30:18:12,H3K27me3-male62:18:44_female59:30:29,1,1,1
333_Endo_NN,333_Endo_NN,333_Endo_NN,333 Endo NN,all-male9737:3386:6351_female10017:7045:2972,H3K4me1-male2868:784:2084_female2407:1654:753,H3K9me3-male2372:738:1634_female1753:1112:641,H3K27ac-male1937:832:1105_female2489:1957:532,H3K27me3-male2560:1032:1528_female3368:2322:1046,1,1,1
334_Microglia_NN,334_Microglia_NN,334_Microglia_NN,334 Microglia NN,all-male12249:2825:9424_female12726:8633:4093,H3K4me1-male4689:357:4332_female2417:1883:534,H3K9me3-male3874:374:3500_female3243:2325:918,H3K27ac-male924:543:381_female1213:790:423,H3K27me3-male2762:1551:1211_female5853:3635:2218,1,1,1
335_BAM_NN,335_BAM_NN,335_BAM_NN,335 BAM NN,all-male1438:660:778_female981:655:326,H3K4me1-male406:41:365_female218:141:77,H3K9me3-male329:39:290_female167:95:72,H3K27ac-male75:51:24_female136:115:21,H3K27me3-male628:529:99_female460:304:156,1,1,1
