030_L6_CT_CTX_Glut,H3K27ac,Male-shufB
107_DMH_Hmx2_Gaba,H3K4me1,Female-shufA
078_SI_MA_ACB_Ebf1_Bnc2_Gaba,H3K27me3,Female-shufB
012_MEA_Slc17a7_Glut,H3K9me3,Male-shufA
093_RT_ZI_Gnb3_Gaba,H3K27ac,Male-shufA
090_BST_MPN_Six3_Nrgn_Gaba,H3K27ac,Male-shufB
106_PVpo_VMPO_MPN_Hmx2_Gaba,H3K4me1,Male-shufA
138_PH_Pitx2_Glut,H3K27ac,Male-shufB
073_MEA_BST_Sox6_Gaba,H3K27ac,Male-shufB
159_IF_RL_CLI_PAG_Foxa1_Glut,H3K9me3,Female-shufA
061_STR_D1_Gaba,H3K4me1,Female-shufA
012_MEA_Slc17a7_Glut,H3K4me1,Male-shufB
137_PH_an_Pitx2_Glut,H3K9me3,Female-shufB
199_PAG_MRN_RN_Foxa2_Gaba,H3K9me3,Female-shufA
048_RHP_COA_Ndnf_Gaba,H3K27ac,Female-shufA
012_MEA_Slc17a7_Glut,H3K27ac,Male-shufA
025_CA2_FC_IG_Glut,H3K27me3,Female-shufA
063_STR_D1_Sema5a_Gaba,H3K27me3,Female-shufB
015_ENTmv_PA_COAp_Glut,H3K27me3,Female-shufA
