names,npeak,ncell,nreads
002_IT_EP_CLA_Glut-H3K27me3-FemaleB,62460,130,651562
003_L5_6_IT_TPE_ENT_Glut-H3K27me3-FemaleA,180822,1840,4908228
003_L5_6_IT_TPE_ENT_Glut-H3K27me3-FemaleB,134166,564,2738400
004_L6_IT_CTX_Glut-H3K27me3-FemaleA,223126,2447,6702852
004_L6_IT_CTX_Glut-H3K27me3-FemaleB,173994,572,5180450
005_L5_IT_CTX_Glut-H3K27me3-FemaleA,176462,1442,4431825
005_L5_IT_CTX_Glut-H3K27me3-FemaleB,171589,408,5079367
006_L4_5_IT_CTX_Glut-H3K27me3-FemaleA,300406,4065,15249234
006_L4_5_IT_CTX_Glut-H3K27me3-FemaleB,235782,816,10031857
007_L2_3_IT_CTX_Glut-H3K27me3-FemaleA,318831,5351,17680375
007_L2_3_IT_CTX_Glut-H3K27me3-FemaleB,247472,1078,12297713
008_L2_3_IT_ENT_Glut-H3K27me3-FemaleA,321109,7041,19517356
008_L2_3_IT_ENT_Glut-H3K27me3-FemaleB,248574,2301,11643843
009_L2_3_IT_PIR_ENTl_Glut-H3K27me3-FemaleA,210393,2122,6543281
009_L2_3_IT_PIR_ENTl_Glut-H3K27me3-FemaleB,137282,705,3938868
010_IT_AON_TT_DP_Glut-H3K27me3-FemaleA,140271,487,2219048
010_IT_AON_TT_DP_Glut-H3K27me3-FemaleB,62580,100,866350
011_L2_IT_ENT_po_Glut-H3K27me3-FemaleA,191114,1537,5239256
011_L2_IT_ENT_po_Glut-H3K27me3-FemaleB,116599,509,3133529
012_MEA_Slc17a7_Glut-H3K27me3-FemaleA,101092,594,1323742
012_MEA_Slc17a7_Glut-H3K27me3-FemaleB,121594,276,2240002
013_COAp_Grxcr2_Glut-H3K27me3-FemaleA,16220,46,93914
013_COAp_Grxcr2_Glut-H3K27me3-FemaleB,35181,27,210268
014_LA_BLA_BMA_PA_Glut-H3K27me3-FemaleA,200129,1897,5493636
014_LA_BLA_BMA_PA_Glut-H3K27me3-FemaleB,231120,1046,10712578
015_ENTmv_PA_COAp_Glut-H3K27me3-FemaleA,96284,530,1325328
015_ENTmv_PA_COAp_Glut-H3K27me3-FemaleB,48544,109,350263
016_CA1_ProS_Glut-H3K27me3-FemaleA,389430,7563,41573377
016_CA1_ProS_Glut-H3K27me3-FemaleB,211109,3842,10604519
017_CA3_Glut-H3K27me3-FemaleA,300616,3133,17931786
017_CA3_Glut-H3K27me3-FemaleB,132207,1468,4581699
019_L2_3_IT_PPP_Glut-H3K27me3-FemaleA,253406,4352,10053366
019_L2_3_IT_PPP_Glut-H3K27me3-FemaleB,134096,913,3708685
020_L2_3_IT_RSP_Glut-H3K27me3-FemaleA,68640,357,868130
020_L2_3_IT_RSP_Glut-H3K27me3-FemaleB,82948,77,817529
021_L4_RSP_ACA_Glut-H3K27me3-FemaleA,669,1,808
021_L4_RSP_ACA_Glut-H3K27me3-FemaleB,0,0,0
022_L5_ET_CTX_Glut-H3K27me3-FemaleA,281115,2955,12704261
022_L5_ET_CTX_Glut-H3K27me3-FemaleB,177182,520,6554325
023_SUB_ProS_Glut-H3K27me3-FemaleA,141744,583,3581984
023_SUB_ProS_Glut-H3K27me3-FemaleB,48271,237,749380
025_CA2_FC_IG_Glut-H3K27me3-FemaleA,149093,515,2732775
025_CA2_FC_IG_Glut-H3K27me3-FemaleB,53324,191,610596
026_NLOT_Rho_Glut-H3K27me3-FemaleA,76815,228,696842
026_NLOT_Rho_Glut-H3K27me3-FemaleB,106081,144,1625516
027_L6b_EPd_Glut-H3K27me3-FemaleA,8895,24,49258
027_L6b_EPd_Glut-H3K27me3-FemaleB,25794,20,155127
028_L6b_CT_ENT_Glut-H3K27me3-FemaleA,262308,4899,10345899
028_L6b_CT_ENT_Glut-H3K27me3-FemaleB,138158,1084,3871545
029_L6b_CTX_Glut-H3K27me3-FemaleA,69079,223,641138
029_L6b_CTX_Glut-H3K27me3-FemaleB,38170,43,472487
030_L6_CT_CTX_Glut-H3K27me3-FemaleA,221242,3397,8340009
030_L6_CT_CTX_Glut-H3K27me3-FemaleB,187863,610,5840672
031_CT_SUB_Glut-H3K27me3-FemaleA,95617,626,1316986
031_CT_SUB_Glut-H3K27me3-FemaleB,47199,92,328195
032_L5_NP_CTX_Glut-H3K27me3-FemaleA,151943,993,2559292
032_L5_NP_CTX_Glut-H3K27me3-FemaleB,107854,152,1592252
033_NP_SUB_Glut-H3K27me3-FemaleA,124777,304,1660480
033_NP_SUB_Glut-H3K27me3-FemaleB,54320,184,453206
034_NP_PPP_Glut-H3K27me3-FemaleA,48090,228,497310
034_NP_PPP_Glut-H3K27me3-FemaleB,20097,39,123760
036_HPF_CR_Glut-H3K27me3-FemaleA,63397,225,457247
036_HPF_CR_Glut-H3K27me3-FemaleB,22908,91,135017
037_DG_Glut-H3K27me3-FemaleA,406598,13380,62479313
037_DG_Glut-H3K27me3-FemaleB,245104,6396,15791507
038_DG_PIR_Ex_IMN-H3K27me3-FemaleA,193968,1616,5656102
038_DG_PIR_Ex_IMN-H3K27me3-FemaleB,98291,590,1773213
039_OB_Meis2_Thsd7b_Gaba-H3K27me3-FemaleA,130769,851,1776636
039_OB_Meis2_Thsd7b_Gaba-H3K27me3-FemaleB,59094,162,812213
041_OB_in_Frmd7_Gaba-H3K27me3-FemaleA,31669,61,180699
041_OB_in_Frmd7_Gaba-H3K27me3-FemaleB,9129,18,54611
042_OB_out_Frmd7_Gaba-H3K27me3-FemaleA,21331,10,29652
042_OB_out_Frmd7_Gaba-H3K27me3-FemaleB,19711,6,28154
044_OB_Dopa_Gaba-H3K27me3-FemaleA,8337,5,12730
044_OB_Dopa_Gaba-H3K27me3-FemaleB,727,1,1235
045_OB_STR_CTX_Inh_IMN-H3K27me3-FemaleA,229795,2453,9751039
045_OB_STR_CTX_Inh_IMN-H3K27me3-FemaleB,162345,1145,6478028
046_Vip_Gaba-H3K27me3-FemaleA,128592,1251,3389346
046_Vip_Gaba-H3K27me3-FemaleB,109501,344,1744917
047_Sncg_Gaba-H3K27me3-FemaleA,147981,807,2791170
047_Sncg_Gaba-H3K27me3-FemaleB,85391,225,1235544
048_RHP_COA_Ndnf_Gaba-H3K27me3-FemaleA,119211,382,1589001
048_RHP_COA_Ndnf_Gaba-H3K27me3-FemaleB,44534,153,514408
049_Lamp5_Gaba-H3K27me3-FemaleA,146979,1078,2607421
049_Lamp5_Gaba-H3K27me3-FemaleB,98927,297,1453991
050_Lamp5_Lhx6_Gaba-H3K27me3-FemaleA,140344,559,2229491
050_Lamp5_Lhx6_Gaba-H3K27me3-FemaleB,49040,201,563295
051_Pvalb_chandelier_Gaba-H3K27me3-FemaleA,77029,273,985881
051_Pvalb_chandelier_Gaba-H3K27me3-FemaleB,50540,105,553142
052_Pvalb_Gaba-H3K27me3-FemaleA,211987,2665,6598323
052_Pvalb_Gaba-H3K27me3-FemaleB,116091,582,3515574
053_Sst_Gaba-H3K27me3-FemaleA,219999,2721,8466642
053_Sst_Gaba-H3K27me3-FemaleB,151063,885,4722717
054_STR_Prox1_Lhx6_Gaba-H3K27me3-FemaleA,138340,543,2161611
054_STR_Prox1_Lhx6_Gaba-H3K27me3-FemaleB,86907,270,1332180
055_STR_Lhx8_Gaba-H3K27me3-FemaleA,90951,289,1143342
055_STR_Lhx8_Gaba-H3K27me3-FemaleB,48754,131,544191
056_Sst_Chodl_Gaba-H3K27me3-FemaleA,115565,393,1580549
056_Sst_Chodl_Gaba-H3K27me3-FemaleB,57248,174,821381
057_NDB_SI_MA_STRv_Lhx8_Gaba-H3K27me3-FemaleA,70762,276,901082
057_NDB_SI_MA_STRv_Lhx8_Gaba-H3K27me3-FemaleB,64013,130,941612
058_PAL_STR_Gaba_Chol-H3K27me3-FemaleA,115986,278,1561957
058_PAL_STR_Gaba_Chol-H3K27me3-FemaleB,69656,122,740355
059_GPe_SI_Sox6_Cyp26b1_Gaba-H3K27me3-FemaleA,32252,44,186809
059_GPe_SI_Sox6_Cyp26b1_Gaba-H3K27me3-FemaleB,7546,7,44544
060_OT_D3_Folh1_Gaba-H3K27me3-FemaleA,120766,416,1783360
060_OT_D3_Folh1_Gaba-H3K27me3-FemaleB,64025,163,930278
061_STR_D1_Gaba-H3K27me3-FemaleA,474928,16779,88946064
061_STR_D1_Gaba-H3K27me3-FemaleB,306223,6633,22990287
062_STR_D2_Gaba-H3K27me3-FemaleA,440842,13509,62060844
062_STR_D2_Gaba-H3K27me3-FemaleB,276092,6143,20483550
063_STR_D1_Sema5a_Gaba-H3K27me3-FemaleA,348037,3189,22941414
063_STR_D1_Sema5a_Gaba-H3K27me3-FemaleB,147099,890,4738781
064_STR_PAL_Chst9_Gaba-H3K27me3-FemaleA,219003,2435,7549036
064_STR_PAL_Chst9_Gaba-H3K27me3-FemaleB,166991,882,5490269
065_IA_Mgp_Gaba-H3K27me3-FemaleA,16019,35,89489
065_IA_Mgp_Gaba-H3K27me3-FemaleB,29261,27,187929
066_NDB_SI_ant_Prdm12_Gaba-H3K27me3-FemaleA,51834,121,499093
066_NDB_SI_ant_Prdm12_Gaba-H3K27me3-FemaleB,30096,46,189126
070_LSX_Prdm12_Slit2_Gaba-H3K27me3-FemaleA,4332,3,6082
070_LSX_Prdm12_Slit2_Gaba-H3K27me3-FemaleB,0,0,0
073_MEA_BST_Sox6_Gaba-H3K27me3-FemaleA,108324,526,1410359
073_MEA_BST_Sox6_Gaba-H3K27me3-FemaleB,127022,280,2302951
074_MEA_BST_Lhx6_Sp9_Gaba-H3K27me3-FemaleA,84377,304,777127
074_MEA_BST_Lhx6_Sp9_Gaba-H3K27me3-FemaleB,106138,193,1576939
075_MEA_BST_Lhx6_Nr2e1_Gaba-H3K27me3-FemaleA,57342,214,525595
075_MEA_BST_Lhx6_Nr2e1_Gaba-H3K27me3-FemaleB,81435,108,813467
076_MEA_BST_Lhx6_Nfib_Gaba-H3K27me3-FemaleA,76877,268,703452
076_MEA_BST_Lhx6_Nfib_Gaba-H3K27me3-FemaleB,51831,102,587503
077_CEA_BST_Gal_Avp_Gaba-H3K27me3-FemaleA,20123,58,114284
077_CEA_BST_Gal_Avp_Gaba-H3K27me3-FemaleB,31347,25,192198
078_SI_MA_ACB_Ebf1_Bnc2_Gaba-H3K27me3-FemaleA,46871,53,288950
078_SI_MA_ACB_Ebf1_Bnc2_Gaba-H3K27me3-FemaleB,16537,8,91520
079_CEA_BST_Six3_Cyp26b1_Gaba-H3K27me3-FemaleA,110652,672,1476088
079_CEA_BST_Six3_Cyp26b1_Gaba-H3K27me3-FemaleB,127425,331,2607040
080_CEA_AAA_BST_Six3_Sp9_Gaba-H3K27me3-FemaleA,154475,917,2793014
080_CEA_AAA_BST_Six3_Sp9_Gaba-H3K27me3-FemaleB,106665,398,3254562
081_ACB_BST_FS_D1_Gaba-H3K27me3-FemaleA,113693,280,1633110
081_ACB_BST_FS_D1_Gaba-H3K27me3-FemaleB,58991,87,597466
082_CEA_BST_Ebf1_Pdyn_Gaba-H3K27me3-FemaleA,88282,471,1119097
082_CEA_BST_Ebf1_Pdyn_Gaba-H3K27me3-FemaleB,120949,282,2125705
083_CEA_BST_Rai14_Pdyn_Crh_Gaba-H3K27me3-FemaleA,11430,38,63182
083_CEA_BST_Rai14_Pdyn_Crh_Gaba-H3K27me3-FemaleB,23940,20,143050
084_BST_SI_AAA_Six3_Slc22a3_Gaba-H3K27me3-FemaleA,15605,20,82689
084_BST_SI_AAA_Six3_Slc22a3_Gaba-H3K27me3-FemaleB,13766,17,82354
085_SI_MPO_LPO_Lhx8_Gaba-H3K27me3-FemaleA,69773,161,650473
085_SI_MPO_LPO_Lhx8_Gaba-H3K27me3-FemaleB,51232,67,373877
086_MPO_ADP_Lhx8_Gaba-H3K27me3-FemaleA,200271,908,6274483
086_MPO_ADP_Lhx8_Gaba-H3K27me3-FemaleB,62220,354,990806
087_MPN_MPO_LPO_Lhx6_Zfhx3_Gaba-H3K27me3-FemaleA,60872,95,419047
087_MPN_MPO_LPO_Lhx6_Zfhx3_Gaba-H3K27me3-FemaleB,10883,30,64124
088_BST_Tac2_Gaba-H3K27me3-FemaleA,17621,28,97980
088_BST_Tac2_Gaba-H3K27me3-FemaleB,18634,12,25711
089_PVR_Six3_Sox3_Gaba-H3K27me3-FemaleA,112473,303,1503624
089_PVR_Six3_Sox3_Gaba-H3K27me3-FemaleB,38242,119,273987
090_BST_MPN_Six3_Nrgn_Gaba-H3K27me3-FemaleA,85955,225,783771
090_BST_MPN_Six3_Nrgn_Gaba-H3K27me3-FemaleB,35454,109,238854
091_ARH_PVi_Six6_Dopa_Gaba-H3K27me3-FemaleA,8374,4,12298
091_ARH_PVi_Six6_Dopa_Gaba-H3K27me3-FemaleB,9176,7,12500
092_TMv_PMv_Tbx3_Hist_Gaba-H3K27me3-FemaleA,19518,22,108935
092_TMv_PMv_Tbx3_Hist_Gaba-H3K27me3-FemaleB,20162,10,26875
093_RT_ZI_Gnb3_Gaba-H3K27me3-FemaleA,75234,197,701664
093_RT_ZI_Gnb3_Gaba-H3K27me3-FemaleB,41406,79,268931
094_SCH_Six6_Cdc14a_Gaba-H3K27me3-FemaleA,95312,313,1163260
094_SCH_Six6_Cdc14a_Gaba-H3K27me3-FemaleB,30461,117,195827
096_PVHd_Gsc_Gaba-H3K27me3-FemaleA,22324,28,122874
096_PVHd_Gsc_Gaba-H3K27me3-FemaleB,18452,12,25052
097_PVHd_SBPV_Six3_Prox1_Gaba-H3K27me3-FemaleA,97984,306,1222720
097_PVHd_SBPV_Six3_Prox1_Gaba-H3K27me3-FemaleB,36276,119,240368
098_AHN_SBPV_PVHd_Pdrm12_Gaba-H3K27me3-FemaleA,131047,443,1841956
098_AHN_SBPV_PVHd_Pdrm12_Gaba-H3K27me3-FemaleB,48305,190,382812
099_SBPV_PVa_Six6_Satb2_Gaba-H3K27me3-FemaleA,96694,252,869937
099_SBPV_PVa_Six6_Satb2_Gaba-H3K27me3-FemaleB,32248,110,205322
100_AHN_Onecut3_Gaba-H3K27me3-FemaleA,64964,144,593994
100_AHN_Onecut3_Gaba-H3K27me3-FemaleB,25569,84,161538
101_ZI_Pax6_Gaba-H3K27me3-FemaleA,135276,455,1974236
101_ZI_Pax6_Gaba-H3K27me3-FemaleB,56252,264,635361
102_DMH_LHA_Gsx1_Gaba-H3K27me3-FemaleA,70594,175,646734
102_DMH_LHA_Gsx1_Gaba-H3K27me3-FemaleB,24755,79,151124
103_PVHd_DMH_Lhx6_Gaba-H3K27me3-FemaleA,62296,109,428057
103_PVHd_DMH_Lhx6_Gaba-H3K27me3-FemaleB,21244,67,132413
104_TU_ARH_Otp_Six6_Gaba-H3K27me3-FemaleA,132247,406,1817928
104_TU_ARH_Otp_Six6_Gaba-H3K27me3-FemaleB,46523,203,361349
105_TMd_DMH_Foxd2_Gaba-H3K27me3-FemaleA,7869,3,12485
105_TMd_DMH_Foxd2_Gaba-H3K27me3-FemaleB,1447,1,1933
106_PVpo_VMPO_MPN_Hmx2_Gaba-H3K27me3-FemaleA,145887,643,2683154
106_PVpo_VMPO_MPN_Hmx2_Gaba-H3K27me3-FemaleB,68645,351,745180
107_DMH_Hmx2_Gaba-H3K27me3-FemaleA,146986,549,2607007
107_DMH_Hmx2_Gaba-H3K27me3-FemaleB,50582,303,788054
108_ARH_PVp_Tbx3_Gaba-H3K27me3-FemaleA,246229,1381,11323023
108_ARH_PVp_Tbx3_Gaba-H3K27me3-FemaleB,90135,435,1489014
109_LGv_ZI_Otx2_Gaba-H3K27me3-FemaleA,16350,23,89470
109_LGv_ZI_Otx2_Gaba-H3K27me3-FemaleB,9466,9,12451
112_GPi_Tbr1_Cngb3_Gaba_Glut-H3K27me3-FemaleA,37817,50,219095
112_GPi_Tbr1_Cngb3_Gaba_Glut-H3K27me3-FemaleB,8396,24,49729
113_MEA_COA_BMA_Ccdc42_Glut-H3K27me3-FemaleA,152100,1132,2603014
113_MEA_COA_BMA_Ccdc42_Glut-H3K27me3-FemaleB,118501,469,3493997
114_COAa_PAA_MEA_Barhl2_Glut-H3K27me3-FemaleA,92514,482,1180121
114_COAa_PAA_MEA_Barhl2_Glut-H3K27me3-FemaleB,125262,295,2295181
116_AVPV_MEPO_SFO_Tbr1_Glut-H3K27me3-FemaleA,74121,146,692572
116_AVPV_MEPO_SFO_Tbr1_Glut-H3K27me3-FemaleB,13546,40,80464
1160_Astro_NT_NN_2-H3K27me3-FemaleA,258320,5973,13900309
1160_Astro_NT_NN_2-H3K27me3-FemaleB,224635,3782,10598717
1161_Astro_TE_NN_1-H3K27me3-FemaleA,198088,2827,7075564
1161_Astro_TE_NN_1-H3K27me3-FemaleB,146588,1533,4232701
1162_Astro_TE_NN_2-H3K27me3-FemaleA,116104,497,1512102
1162_Astro_TE_NN_2-H3K27me3-FemaleB,49102,206,356810
1163_Astro_TE_NN_3-H3K27me3-FemaleA,368089,20832,45988930
1163_Astro_TE_NN_3-H3K27me3-FemaleB,280384,7617,18900116
1165_Astro_TE_NN_5-H3K27me3-FemaleA,136123,800,2001173
1165_Astro_TE_NN_5-H3K27me3-FemaleB,68256,342,713870
117_LHA_Barhl2_Glut-H3K27me3-FemaleA,89742,202,811502
117_LHA_Barhl2_Glut-H3K27me3-FemaleB,30076,83,192302
1173_Tanycyte_NN_2-H3K27me3-FemaleA,118922,505,1475372
1173_Tanycyte_NN_2-H3K27me3-FemaleB,36396,131,237333
1175_Ependymal_NN_1-H3K27me3-FemaleA,191117,2489,5543185
1175_Ependymal_NN_1-H3K27me3-FemaleB,125109,1277,2673546
1178_CHOR_NN_1-H3K27me3-FemaleA,174665,1370,4801239
1178_CHOR_NN_1-H3K27me3-FemaleB,67325,517,1041489
1179_OPC_NN_1-H3K27me3-FemaleA,337888,9410,25604336
1179_OPC_NN_1-H3K27me3-FemaleB,183394,2612,7702431
118_ADP_MPO_Trp73_Glut-H3K27me3-FemaleA,40235,57,234566
118_ADP_MPO_Trp73_Glut-H3K27me3-FemaleB,8726,26,51415
1180_OPC_NN_2-H3K27me3-FemaleA,21532,39,116138
1180_OPC_NN_2-H3K27me3-FemaleB,20702,10,28965
1181_COP_NN_1-H3K27me3-FemaleA,151359,957,3003107
1181_COP_NN_1-H3K27me3-FemaleB,92471,385,1295003
1182_NFOL_NN_2-H3K27me3-FemaleA,124389,458,1706664
1182_NFOL_NN_2-H3K27me3-FemaleB,46956,150,518888
1183_MFOL_NN_3-H3K27me3-FemaleA,206807,2272,6936304
1183_MFOL_NN_3-H3K27me3-FemaleB,123380,1242,3628940
1184_MOL_NN_4-H3K27me3-FemaleA,362905,13125,40374202
1184_MOL_NN_4-H3K27me3-FemaleB,348034,10559,39285522
1186_ABC_NN_1-H3K27me3-FemaleA,111827,1127,1535359
1186_ABC_NN_1-H3K27me3-FemaleB,87188,579,1159793
1187_VLMC_NN_1-H3K27me3-FemaleA,165861,2267,4432493
1187_VLMC_NN_1-H3K27me3-FemaleB,173838,2027,5335912
1188_VLMC_NN_2-H3K27me3-FemaleA,59558,341,569385
1188_VLMC_NN_2-H3K27me3-FemaleB,74635,398,1023493
1189_VLMC_NN_3-H3K27me3-FemaleA,34420,128,200178
1189_VLMC_NN_3-H3K27me3-FemaleB,8706,41,48735
119_SI_MA_LPO_LHA_Skor1_Glut-H3K27me3-FemaleA,79756,281,967110
119_SI_MA_LPO_LHA_Skor1_Glut-H3K27me3-FemaleB,58824,125,831549
1191_Peri_NN_1-H3K27me3-FemaleA,51528,288,353489
1191_Peri_NN_1-H3K27me3-FemaleB,55489,320,585329
1192_SMC_NN_1-H3K27me3-FemaleA,30023,30,45939
1192_SMC_NN_1-H3K27me3-FemaleB,11143,29,61455
1193_Endo_NN_1-H3K27me3-FemaleA,157064,2322,4947800
1193_Endo_NN_1-H3K27me3-FemaleB,131637,1046,2665309
1194_Microglia_NN_1-H3K27me3-FemaleA,243932,3635,10036609
1194_Microglia_NN_1-H3K27me3-FemaleB,173148,2218,6561109
1195_BAM_NN_1-H3K27me3-FemaleA,67674,304,662035
1195_BAM_NN_1-H3K27me3-FemaleB,55305,156,422951
120_MEA_Otp_Foxp2_Glut-H3K27me3-FemaleA,153863,653,2725573
120_MEA_Otp_Foxp2_Glut-H3K27me3-FemaleB,160696,420,5180384
121_MEA_BST_Otp_Zic2_Glut-H3K27me3-FemaleA,20621,50,116217
121_MEA_BST_Otp_Zic2_Glut-H3K27me3-FemaleB,30925,25,193898
122_LHA_MEA_Otp_Glut-H3K27me3-FemaleA,22871,64,131094
122_LHA_MEA_Otp_Glut-H3K27me3-FemaleB,48697,45,334764
123_DMH_Nkx2_4_Glut-H3K27me3-FemaleA,52485,116,349257
123_DMH_Nkx2_4_Glut-H3K27me3-FemaleB,16690,54,98143
124_MPN_MPO_PVpo_Hmx2_Glut-H3K27me3-FemaleA,40909,52,238972
124_MPN_MPO_PVpo_Hmx2_Glut-H3K27me3-FemaleB,9959,32,60188
125_DMH_Hmx2_Glut-H3K27me3-FemaleA,55867,114,524942
125_DMH_Hmx2_Glut-H3K27me3-FemaleB,22867,65,143713
126_ARH_PVp_Tbx3_Glut-H3K27me3-FemaleA,108383,366,1413993
126_ARH_PVp_Tbx3_Glut-H3K27me3-FemaleB,52880,214,427642
127_DMH_LHA_Vgll2_Glut-H3K27me3-FemaleA,90665,164,815235
127_DMH_LHA_Vgll2_Glut-H3K27me3-FemaleB,21854,71,136675
128_VMH_Fezf1_Glut-H3K27me3-FemaleA,69380,123,628816
128_VMH_Fezf1_Glut-H3K27me3-FemaleB,22830,60,141061
129_VMH_Nr5a1_Glut-H3K27me3-FemaleA,139310,780,3573515
129_VMH_Nr5a1_Glut-H3K27me3-FemaleB,48301,368,760089
130_LHA_Pmch_Glut-H3K27me3-FemaleA,51110,48,327886
130_LHA_Pmch_Glut-H3K27me3-FemaleB,9473,22,56495
131_LHA_AHN_PVH_Otp_Trh_Glut-H3K27me3-FemaleA,84506,269,1027754
131_LHA_AHN_PVH_Otp_Trh_Glut-H3K27me3-FemaleB,39535,131,283321
132_AHN_RCH_LHA_Otp_Fezf1_Glut-H3K27me3-FemaleA,117385,367,1539777
132_AHN_RCH_LHA_Otp_Fezf1_Glut-H3K27me3-FemaleB,53941,196,447046
133_PVH_SO_PVa_Otp_Glut-H3K27me3-FemaleA,110729,329,1438432
133_PVH_SO_PVa_Otp_Glut-H3K27me3-FemaleB,55398,182,440106
134_PH_ant_LHA_Otp_Bsx_Glut-H3K27me3-FemaleA,94485,191,843506
134_PH_ant_LHA_Otp_Bsx_Glut-H3K27me3-FemaleB,31970,93,204078
135_STN_PSTN_Pitx2_Glut-H3K27me3-FemaleA,210722,1789,6090559
135_STN_PSTN_Pitx2_Glut-H3K27me3-FemaleB,114303,804,3446519
136_PMv_TMv_Pitx2_Glut-H3K27me3-FemaleA,39789,41,229050
136_PMv_TMv_Pitx2_Glut-H3K27me3-FemaleB,7525,20,43891
137_PH_an_Pitx2_Glut-H3K27me3-FemaleA,16300,22,89233
137_PH_an_Pitx2_Glut-H3K27me3-FemaleB,11725,9,15549
138_PH_Pitx2_Glut-H3K27me3-FemaleA,19318,7,29489
138_PH_Pitx2_Glut-H3K27me3-FemaleB,5463,5,7492
139_PH_LHA_Foxb1_Glut-H3K27me3-FemaleA,165159,1058,4221973
139_PH_LHA_Foxb1_Glut-H3K27me3-FemaleB,119812,341,1955523
140_PMd_LHA_Foxb1_Glut-H3K27me3-FemaleA,10007,3,15469
140_PMd_LHA_Foxb1_Glut-H3K27me3-FemaleB,3916,4,5146
141_PH_SUM_Foxa1_Glut-H3K27me3-FemaleA,32662,49,188182
141_PH_SUM_Foxa1_Glut-H3K27me3-FemaleB,13370,28,74767
142_HY_Gnrh1_Glut-H3K27me3-FemaleA,204845,1834,6947438
142_HY_Gnrh1_Glut-H3K27me3-FemaleB,99482,1092,2049467
143_MM_ant_Foxb1_Glut-H3K27me3-FemaleA,10357,2,15864
143_MM_ant_Foxb1_Glut-H3K27me3-FemaleB,0,0,0
149_PVT_PT_Ntrk1_Glut-H3K27me3-FemaleA,17412,19,91154
149_PVT_PT_Ntrk1_Glut-H3K27me3-FemaleB,13902,10,18690
151_TH_Prkcd_Grin2c_Glut-H3K27me3-FemaleA,44397,42,271294
151_TH_Prkcd_Grin2c_Glut-H3K27me3-FemaleB,13601,31,83366
152_RE_Xi_Nox4_Glut-H3K27me3-FemaleA,134164,280,1916614
152_RE_Xi_Nox4_Glut-H3K27me3-FemaleB,40591,109,298853
156_MB_ant_ve_Dmrta2_Glut-H3K27me3-FemaleA,132276,1048,3466385
156_MB_ant_ve_Dmrta2_Glut-H3K27me3-FemaleB,104821,434,1620311
159_IF_RL_CLI_PAG_Foxa1_Glut-H3K27me3-FemaleA,155890,714,2693302
159_IF_RL_CLI_PAG_Foxa1_Glut-H3K27me3-FemaleB,115756,290,1679902
166_MRN_Pou3f1_C1ql4_Glut-H3K27me3-FemaleA,37688,67,226279
166_MRN_Pou3f1_C1ql4_Glut-H3K27me3-FemaleB,13826,19,81671
168_SPA_SPFm_SPFp_POL_PIL_PoT_Sp9_Glut-H3K27me3-FemaleA,15978,21,85355
168_SPA_SPFm_SPFp_POL_PIL_PoT_Sp9_Glut-H3K27me3-FemaleB,20706,9,28214
180_SCiw_Pitx2_Glut-H3K27me3-FemaleA,155687,870,2830313
180_SCiw_Pitx2_Glut-H3K27me3-FemaleB,69797,305,991366
191_PAG_MRN_Rln3_Gaba-H3K27me3-FemaleA,12855,4,19213
191_PAG_MRN_Rln3_Gaba-H3K27me3-FemaleB,6045,2,7626
195_SNr_VTA_Pax5_Npas1_Gaba-H3K27me3-FemaleA,155711,875,2919824
195_SNr_VTA_Pax5_Npas1_Gaba-H3K27me3-FemaleB,114664,347,1898635
196_PAG_PPN_Pax5_Sox21_Gaba-H3K27me3-FemaleA,53291,100,497563
196_PAG_PPN_Pax5_Sox21_Gaba-H3K27me3-FemaleB,45331,44,304727
197_SNr_Six3_Gaba-H3K27me3-FemaleA,149891,722,2526221
197_SNr_Six3_Gaba-H3K27me3-FemaleB,68264,200,1006326
199_PAG_MRN_RN_Foxa2_Gaba-H3K27me3-FemaleA,79765,219,1006100
199_PAG_MRN_RN_Foxa2_Gaba-H3K27me3-FemaleB,67527,114,726934
200_PAG_ND_PCG_Onecut1_Gaba-H3K27me3-FemaleA,72455,271,914195
200_PAG_ND_PCG_Onecut1_Gaba-H3K27me3-FemaleB,44433,117,479983
202_PRT_Tcf7l2_Gaba-H3K27me3-FemaleA,103729,419,1355864
202_PRT_Tcf7l2_Gaba-H3K27me3-FemaleB,63177,196,682723
203_LGv_SPFp_SPFm_Nkx2_2_Tcf7l2_Gaba-H3K27me3-FemaleA,48021,92,306600
203_LGv_SPFp_SPFm_Nkx2_2_Tcf7l2_Gaba-H3K27me3-FemaleB,15884,26,98208
213_SCsg_Gabrr2_Gaba-H3K27me3-FemaleA,14576,22,82821
213_SCsg_Gabrr2_Gaba-H3K27me3-FemaleB,13050,9,77234
214_IPN_Otp_Crisp1_Gaba-H3K27me3-FemaleA,122508,536,1699341
214_IPN_Otp_Crisp1_Gaba-H3K27me3-FemaleB,68325,139,726515
215_SNc_VTA_RAmb_Foxa1_Dopa-H3K27me3-FemaleA,188690,1089,4922690
215_SNc_VTA_RAmb_Foxa1_Dopa-H3K27me3-FemaleB,112302,268,1876781
216_MB_MY_Tph2_Glut_Sero-H3K27me3-FemaleA,46933,90,311301
216_MB_MY_Tph2_Glut_Sero-H3K27me3-FemaleB,30222,34,187558
231_IPN_LDT_Vsx2_Nkx6_1_Glut-H3K27me3-FemaleA,18958,32,107140
231_IPN_LDT_Vsx2_Nkx6_1_Glut-H3K27me3-FemaleB,13709,16,81673
