names,npeak,ncell,nreads
001_CLA_EPd_CTX_Car3_Glut-H3K27me3-MaleB,55261,97,378231
002_IT_EP_CLA_Glut-H3K27me3-MaleA,75290,207,1093561
002_IT_EP_CLA_Glut-H3K27me3-MaleB,71589,157,709243
003_L5_6_IT_TPE_ENT_Glut-H3K27me3-MaleA,193827,979,6187223
003_L5_6_IT_TPE_ENT_Glut-H3K27me3-MaleB,136325,814,3591249
004_L6_IT_CTX_Glut-H3K27me3-MaleA,215898,3024,9207365
004_L6_IT_CTX_Glut-H3K27me3-MaleB,189320,2447,6907180
005_L5_IT_CTX_Glut-H3K27me3-MaleA,108667,1370,3735069
005_L5_IT_CTX_Glut-H3K27me3-MaleB,108686,1222,3345735
006_L4_5_IT_CTX_Glut-H3K27me3-MaleA,321639,5238,18958629
006_L4_5_IT_CTX_Glut-H3K27me3-MaleB,299282,4385,14923045
007_L2_3_IT_CTX_Glut-H3K27me3-MaleA,252849,4897,13707978
007_L2_3_IT_CTX_Glut-H3K27me3-MaleB,259950,4252,11540722
008_L2_3_IT_ENT_Glut-H3K27me3-MaleA,345473,3542,22994910
008_L2_3_IT_ENT_Glut-H3K27me3-MaleB,312163,3427,17844698
009_L2_3_IT_PIR_ENTl_Glut-H3K27me3-MaleA,192133,1248,7844340
009_L2_3_IT_PIR_ENTl_Glut-H3K27me3-MaleB,189121,1077,5393376
010_IT_AON_TT_DP_Glut-H3K27me3-MaleA,189171,1069,6647855
010_IT_AON_TT_DP_Glut-H3K27me3-MaleB,120440,486,3388307
011_L2_IT_ENT_po_Glut-H3K27me3-MaleA,184587,669,5632525
011_L2_IT_ENT_po_Glut-H3K27me3-MaleB,199801,850,6236364
012_MEA_Slc17a7_Glut-H3K27me3-MaleA,101117,249,1506870
012_MEA_Slc17a7_Glut-H3K27me3-MaleB,109140,301,1557188
013_COAp_Grxcr2_Glut-H3K27me3-MaleA,41303,43,265295
013_COAp_Grxcr2_Glut-H3K27me3-MaleB,42550,44,269792
014_LA_BLA_BMA_PA_Glut-H3K27me3-MaleA,227015,1345,9412088
014_LA_BLA_BMA_PA_Glut-H3K27me3-MaleB,255158,1264,10316012
015_ENTmv_PA_COAp_Glut-H3K27me3-MaleA,99630,334,1525723
015_ENTmv_PA_COAp_Glut-H3K27me3-MaleB,78456,242,786439
016_CA1_ProS_Glut-H3K27me3-MaleA,408067,9156,40177649
016_CA1_ProS_Glut-H3K27me3-MaleB,407079,12200,37307769
017_CA3_Glut-H3K27me3-MaleA,315875,4311,21519614
017_CA3_Glut-H3K27me3-MaleB,317405,5307,16396639
019_L2_3_IT_PPP_Glut-H3K27me3-MaleA,261122,2060,10849883
019_L2_3_IT_PPP_Glut-H3K27me3-MaleB,213390,1854,7585899
020_L2_3_IT_RSP_Glut-H3K27me3-MaleA,72185,1067,2909586
020_L2_3_IT_RSP_Glut-H3K27me3-MaleB,108577,911,2442285
021_L4_RSP_ACA_Glut-H3K27me3-MaleA,1451,1,2038
021_L4_RSP_ACA_Glut-H3K27me3-MaleB,0,0,0
022_L5_ET_CTX_Glut-H3K27me3-MaleA,236755,3063,11640041
022_L5_ET_CTX_Glut-H3K27me3-MaleB,226157,2565,8725096
023_SUB_ProS_Glut-H3K27me3-MaleA,127438,517,2247238
023_SUB_ProS_Glut-H3K27me3-MaleB,48656,143,529447
025_CA2_FC_IG_Glut-H3K27me3-MaleA,109437,636,3175759
025_CA2_FC_IG_Glut-H3K27me3-MaleB,97580,1163,3144306
026_NLOT_Rho_Glut-H3K27me3-MaleA,92701,157,1389004
026_NLOT_Rho_Glut-H3K27me3-MaleB,115613,201,1756409
027_L6b_EPd_Glut-H3K27me3-MaleA,27476,28,168449
027_L6b_EPd_Glut-H3K27me3-MaleB,31377,29,177723
028_L6b_CT_ENT_Glut-H3K27me3-MaleA,248795,2501,11405416
028_L6b_CT_ENT_Glut-H3K27me3-MaleB,187213,1680,5523115
029_L6b_CTX_Glut-H3K27me3-MaleA,37705,282,793990
029_L6b_CTX_Glut-H3K27me3-MaleB,32739,250,715542
030_L6_CT_CTX_Glut-H3K27me3-MaleA,215650,3731,9657526
030_L6_CT_CTX_Glut-H3K27me3-MaleB,195011,3069,7641733
031_CT_SUB_Glut-H3K27me3-MaleA,130476,480,2352098
031_CT_SUB_Glut-H3K27me3-MaleB,68172,284,919790
032_L5_NP_CTX_Glut-H3K27me3-MaleA,88241,947,2398985
032_L5_NP_CTX_Glut-H3K27me3-MaleB,87812,712,1942547
033_NP_SUB_Glut-H3K27me3-MaleA,102416,369,1501701
033_NP_SUB_Glut-H3K27me3-MaleB,65172,247,913401
034_NP_PPP_Glut-H3K27me3-MaleA,51829,117,562300
034_NP_PPP_Glut-H3K27me3-MaleB,31570,62,185012
036_HPF_CR_Glut-H3K27me3-MaleA,57241,215,414574
036_HPF_CR_Glut-H3K27me3-MaleB,56945,199,394086
037_DG_Glut-H3K27me3-MaleA,423473,17442,60104637
037_DG_Glut-H3K27me3-MaleB,498994,28181,79310382
038_DG_PIR_Ex_IMN-H3K27me3-MaleA,186096,1675,5912277
038_DG_PIR_Ex_IMN-H3K27me3-MaleB,219170,2668,8962237
039_OB_Meis2_Thsd7b_Gaba-H3K27me3-MaleA,63238,544,1260143
039_OB_Meis2_Thsd7b_Gaba-H3K27me3-MaleB,59338,499,1136462
041_OB_in_Frmd7_Gaba-H3K27me3-MaleA,33600,65,201639
041_OB_in_Frmd7_Gaba-H3K27me3-MaleB,23692,38,128659
042_OB_out_Frmd7_Gaba-H3K27me3-MaleA,6854,9,52427
042_OB_out_Frmd7_Gaba-H3K27me3-MaleB,10321,7,55199
044_OB_Dopa_Gaba-H3K27me3-MaleA,21391,13,24773
044_OB_Dopa_Gaba-H3K27me3-MaleB,9371,6,10789
045_OB_STR_CTX_Inh_IMN-H3K27me3-MaleA,158061,1335,5024888
045_OB_STR_CTX_Inh_IMN-H3K27me3-MaleB,264684,1829,11916911
046_Vip_Gaba-H3K27me3-MaleA,136009,1173,4143394
046_Vip_Gaba-H3K27me3-MaleB,100613,998,3039011
047_Sncg_Gaba-H3K27me3-MaleA,119978,599,2505015
047_Sncg_Gaba-H3K27me3-MaleB,120140,640,2192069
048_RHP_COA_Ndnf_Gaba-H3K27me3-MaleA,113172,412,1848002
048_RHP_COA_Ndnf_Gaba-H3K27me3-MaleB,65994,371,1066682
049_Lamp5_Gaba-H3K27me3-MaleA,120467,801,2625118
049_Lamp5_Gaba-H3K27me3-MaleB,107286,672,1933302
050_Lamp5_Lhx6_Gaba-H3K27me3-MaleA,128917,585,2343617
050_Lamp5_Lhx6_Gaba-H3K27me3-MaleB,100292,625,1770877
051_Pvalb_chandelier_Gaba-H3K27me3-MaleA,85866,275,1322425
051_Pvalb_chandelier_Gaba-H3K27me3-MaleB,48949,272,861491
052_Pvalb_Gaba-H3K27me3-MaleA,177974,1966,7509998
052_Pvalb_Gaba-H3K27me3-MaleB,155137,1473,4724161
053_Sst_Gaba-H3K27me3-MaleA,227317,2334,9468621
053_Sst_Gaba-H3K27me3-MaleB,196494,2083,6862045
054_STR_Prox1_Lhx6_Gaba-H3K27me3-MaleA,134874,636,2689266
054_STR_Prox1_Lhx6_Gaba-H3K27me3-MaleB,126332,460,1965619
055_STR_Lhx8_Gaba-H3K27me3-MaleA,97921,347,1470069
055_STR_Lhx8_Gaba-H3K27me3-MaleB,68242,163,712460
056_Sst_Chodl_Gaba-H3K27me3-MaleA,124653,420,2070075
056_Sst_Chodl_Gaba-H3K27me3-MaleB,90839,273,1236953
057_NDB_SI_MA_STRv_Lhx8_Gaba-H3K27me3-MaleA,114706,313,1905799
057_NDB_SI_MA_STRv_Lhx8_Gaba-H3K27me3-MaleB,95727,230,1285791
058_PAL_STR_Gaba_Chol-H3K27me3-MaleA,123550,332,1969261
058_PAL_STR_Gaba_Chol-H3K27me3-MaleB,82765,223,1159138
059_GPe_SI_Sox6_Cyp26b1_Gaba-H3K27me3-MaleA,20431,25,118362
059_GPe_SI_Sox6_Cyp26b1_Gaba-H3K27me3-MaleB,8681,14,50660
060_OT_D3_Folh1_Gaba-H3K27me3-MaleA,112000,362,1714480
060_OT_D3_Folh1_Gaba-H3K27me3-MaleB,112820,236,1614972
061_STR_D1_Gaba-H3K27me3-MaleA,444042,18587,79319913
061_STR_D1_Gaba-H3K27me3-MaleB,439185,11928,54095520
062_STR_D2_Gaba-H3K27me3-MaleA,436610,16690,66724426
062_STR_D2_Gaba-H3K27me3-MaleB,435578,11427,50687624
063_STR_D1_Sema5a_Gaba-H3K27me3-MaleA,262243,2618,13065717
063_STR_D1_Sema5a_Gaba-H3K27me3-MaleB,247138,1543,9769553
064_STR_PAL_Chst9_Gaba-H3K27me3-MaleA,218179,1859,8440915
064_STR_PAL_Chst9_Gaba-H3K27me3-MaleB,207114,1253,6893023
065_IA_Mgp_Gaba-H3K27me3-MaleA,25498,26,153856
065_IA_Mgp_Gaba-H3K27me3-MaleB,21606,22,123312
066_NDB_SI_ant_Prdm12_Gaba-H3K27me3-MaleA,71051,116,725531
066_NDB_SI_ant_Prdm12_Gaba-H3K27me3-MaleB,44160,56,267287
070_LSX_Prdm12_Slit2_Gaba-H3K27me3-MaleA,4381,1,5571
070_LSX_Prdm12_Slit2_Gaba-H3K27me3-MaleB,0,0,0
073_MEA_BST_Sox6_Gaba-H3K27me3-MaleA,103135,551,3077970
073_MEA_BST_Sox6_Gaba-H3K27me3-MaleB,147459,447,2633007
074_MEA_BST_Lhx6_Sp9_Gaba-H3K27me3-MaleA,110301,324,1776016
074_MEA_BST_Lhx6_Sp9_Gaba-H3K27me3-MaleB,88109,237,1221494
075_MEA_BST_Lhx6_Nr2e1_Gaba-H3K27me3-MaleA,69287,140,731291
075_MEA_BST_Lhx6_Nr2e1_Gaba-H3K27me3-MaleB,48121,107,515069
076_MEA_BST_Lhx6_Nfib_Gaba-H3K27me3-MaleA,80187,257,1164407
076_MEA_BST_Lhx6_Nfib_Gaba-H3K27me3-MaleB,77388,183,803872
077_CEA_BST_Gal_Avp_Gaba-H3K27me3-MaleA,52580,62,372473
077_CEA_BST_Gal_Avp_Gaba-H3K27me3-MaleB,41466,62,269216
078_SI_MA_ACB_Ebf1_Bnc2_Gaba-H3K27me3-MaleA,38171,44,239013
078_SI_MA_ACB_Ebf1_Bnc2_Gaba-H3K27me3-MaleB,12385,12,72426
079_CEA_BST_Six3_Cyp26b1_Gaba-H3K27me3-MaleA,111547,600,3366441
079_CEA_BST_Six3_Cyp26b1_Gaba-H3K27me3-MaleB,147894,489,2630961
080_CEA_AAA_BST_Six3_Sp9_Gaba-H3K27me3-MaleA,164109,798,4842170
080_CEA_AAA_BST_Six3_Sp9_Gaba-H3K27me3-MaleB,195881,881,5980972
081_ACB_BST_FS_D1_Gaba-H3K27me3-MaleA,82454,187,1210233
081_ACB_BST_FS_D1_Gaba-H3K27me3-MaleB,43454,98,496816
082_CEA_BST_Ebf1_Pdyn_Gaba-H3K27me3-MaleA,125052,358,2081923
082_CEA_BST_Ebf1_Pdyn_Gaba-H3K27me3-MaleB,130174,372,2051110
083_CEA_BST_Rai14_Pdyn_Crh_Gaba-H3K27me3-MaleA,20656,20,120234
083_CEA_BST_Rai14_Pdyn_Crh_Gaba-H3K27me3-MaleB,19127,26,113044
084_BST_SI_AAA_Six3_Slc22a3_Gaba-H3K27me3-MaleA,24197,24,136768
084_BST_SI_AAA_Six3_Slc22a3_Gaba-H3K27me3-MaleB,17281,18,90405
085_SI_MPO_LPO_Lhx8_Gaba-H3K27me3-MaleA,88351,263,1269237
085_SI_MPO_LPO_Lhx8_Gaba-H3K27me3-MaleB,72695,157,761261
086_MPO_ADP_Lhx8_Gaba-H3K27me3-MaleA,117242,424,1847798
086_MPO_ADP_Lhx8_Gaba-H3K27me3-MaleB,86101,326,1212531
087_MPN_MPO_LPO_Lhx6_Zfhx3_Gaba-H3K27me3-MaleA,60939,172,857723
087_MPN_MPO_LPO_Lhx6_Zfhx3_Gaba-H3K27me3-MaleB,49357,103,540858
088_BST_Tac2_Gaba-H3K27me3-MaleA,27865,39,163225
088_BST_Tac2_Gaba-H3K27me3-MaleB,22766,24,120482
089_PVR_Six3_Sox3_Gaba-H3K27me3-MaleA,55320,137,583680
089_PVR_Six3_Sox3_Gaba-H3K27me3-MaleB,36139,69,225693
090_BST_MPN_Six3_Nrgn_Gaba-H3K27me3-MaleA,79054,269,1121520
090_BST_MPN_Six3_Nrgn_Gaba-H3K27me3-MaleB,70774,165,717684
091_ARH_PVi_Six6_Dopa_Gaba-H3K27me3-MaleA,19507,30,112767
091_ARH_PVi_Six6_Dopa_Gaba-H3K27me3-MaleB,8916,14,49590
092_TMv_PMv_Tbx3_Hist_Gaba-H3K27me3-MaleA,20416,22,119766
092_TMv_PMv_Tbx3_Hist_Gaba-H3K27me3-MaleB,15972,17,96328
093_RT_ZI_Gnb3_Gaba-H3K27me3-MaleA,74120,248,1085604
093_RT_ZI_Gnb3_Gaba-H3K27me3-MaleB,65534,178,682765
094_SCH_Six6_Cdc14a_Gaba-H3K27me3-MaleA,85221,361,1195494
094_SCH_Six6_Cdc14a_Gaba-H3K27me3-MaleB,70408,252,953811
096_PVHd_Gsc_Gaba-H3K27me3-MaleA,57268,81,386398
096_PVHd_Gsc_Gaba-H3K27me3-MaleB,37641,56,225360
097_PVHd_SBPV_Six3_Prox1_Gaba-H3K27me3-MaleA,84813,293,1205713
097_PVHd_SBPV_Six3_Prox1_Gaba-H3K27me3-MaleB,55337,151,584312
098_AHN_SBPV_PVHd_Pdrm12_Gaba-H3K27me3-MaleA,115728,771,3340512
098_AHN_SBPV_PVHd_Pdrm12_Gaba-H3K27me3-MaleB,121363,471,1957410
099_SBPV_PVa_Six6_Satb2_Gaba-H3K27me3-MaleA,73661,208,746942
099_SBPV_PVa_Six6_Satb2_Gaba-H3K27me3-MaleB,58449,112,399809
100_AHN_Onecut3_Gaba-H3K27me3-MaleA,71050,251,1016286
100_AHN_Onecut3_Gaba-H3K27me3-MaleB,76881,165,756811
101_ZI_Pax6_Gaba-H3K27me3-MaleA,158846,1037,4744389
101_ZI_Pax6_Gaba-H3K27me3-MaleB,145992,592,2524579
102_DMH_LHA_Gsx1_Gaba-H3K27me3-MaleA,77006,262,1083922
102_DMH_LHA_Gsx1_Gaba-H3K27me3-MaleB,61403,181,662720
103_PVHd_DMH_Lhx6_Gaba-H3K27me3-MaleA,68290,215,954285
103_PVHd_DMH_Lhx6_Gaba-H3K27me3-MaleB,64054,124,451873
104_TU_ARH_Otp_Six6_Gaba-H3K27me3-MaleA,121042,471,2018531
104_TU_ARH_Otp_Six6_Gaba-H3K27me3-MaleB,93563,355,1343088
105_TMd_DMH_Foxd2_Gaba-H3K27me3-MaleA,8199,3,10163
105_TMd_DMH_Foxd2_Gaba-H3K27me3-MaleB,8224,3,12263
106_PVpo_VMPO_MPN_Hmx2_Gaba-H3K27me3-MaleA,109819,772,3285834
106_PVpo_VMPO_MPN_Hmx2_Gaba-H3K27me3-MaleB,124659,462,1889245
107_DMH_Hmx2_Gaba-H3K27me3-MaleA,160862,890,4810129
107_DMH_Hmx2_Gaba-H3K27me3-MaleB,200877,823,5991369
108_ARH_PVp_Tbx3_Gaba-H3K27me3-MaleA,129590,502,3704710
108_ARH_PVp_Tbx3_Gaba-H3K27me3-MaleB,258545,1217,11752193
109_LGv_ZI_Otx2_Gaba-H3K27me3-MaleA,19691,27,112572
109_LGv_ZI_Otx2_Gaba-H3K27me3-MaleB,10614,15,59572
112_GPi_Tbr1_Cngb3_Gaba_Glut-H3K27me3-MaleA,61226,92,438023
112_GPi_Tbr1_Cngb3_Gaba_Glut-H3K27me3-MaleB,39839,55,239598
113_MEA_COA_BMA_Ccdc42_Glut-H3K27me3-MaleA,174850,934,5298489
113_MEA_COA_BMA_Ccdc42_Glut-H3K27me3-MaleB,178084,904,4983647
114_COAa_PAA_MEA_Barhl2_Glut-H3K27me3-MaleA,125325,363,2144884
114_COAa_PAA_MEA_Barhl2_Glut-H3K27me3-MaleB,131055,377,2003742
116_AVPV_MEPO_SFO_Tbr1_Glut-H3K27me3-MaleA,0,0,0
116_AVPV_MEPO_SFO_Tbr1_Glut-H3K27me3-MaleB,0,0,0
1160_Astro_NT_NN_2-H3K27me3-MaleA,273035,7321,17063497
1160_Astro_NT_NN_2-H3K27me3-MaleB,257516,6114,13731431
1161_Astro_TE_NN_1-H3K27me3-MaleA,187674,2566,6041608
1161_Astro_TE_NN_1-H3K27me3-MaleB,193623,2962,5954230
1162_Astro_TE_NN_2-H3K27me3-MaleA,80885,447,1084103
1162_Astro_TE_NN_2-H3K27me3-MaleB,72044,378,777716
1163_Astro_TE_NN_3-H3K27me3-MaleA,365165,18099,42008502
1163_Astro_TE_NN_3-H3K27me3-MaleB,365476,16329,36459596
1165_Astro_TE_NN_5-H3K27me3-MaleA,107838,589,1578566
1165_Astro_TE_NN_5-H3K27me3-MaleB,78001,374,1006541
117_LHA_Barhl2_Glut-H3K27me3-MaleA,118096,365,1864974
117_LHA_Barhl2_Glut-H3K27me3-MaleB,65090,187,882294
1173_Tanycyte_NN_2-H3K27me3-MaleA,68157,301,895367
1173_Tanycyte_NN_2-H3K27me3-MaleB,73652,303,943711
1175_Ependymal_NN_1-H3K27me3-MaleA,153842,2102,4451280
1175_Ependymal_NN_1-H3K27me3-MaleB,193679,2899,5938222
1178_CHOR_NN_1-H3K27me3-MaleA,104413,637,1723585
1178_CHOR_NN_1-H3K27me3-MaleB,266380,3294,10915546
1179_OPC_NN_1-H3K27me3-MaleA,312019,7652,23229663
1179_OPC_NN_1-H3K27me3-MaleB,296483,6836,19936200
118_ADP_MPO_Trp73_Glut-H3K27me3-MaleA,62492,102,460801
118_ADP_MPO_Trp73_Glut-H3K27me3-MaleB,45821,63,280972
1180_OPC_NN_2-H3K27me3-MaleA,19058,45,112336
1180_OPC_NN_2-H3K27me3-MaleB,17170,33,104487
1181_COP_NN_1-H3K27me3-MaleA,105439,1002,3194336
1181_COP_NN_1-H3K27me3-MaleB,141555,978,2721778
1182_NFOL_NN_2-H3K27me3-MaleA,101573,411,1542246
1182_NFOL_NN_2-H3K27me3-MaleB,89354,485,1323218
1183_MFOL_NN_3-H3K27me3-MaleA,197429,2052,6047781
1183_MFOL_NN_3-H3K27me3-MaleB,173428,1650,4763482
1184_MOL_NN_4-H3K27me3-MaleA,331511,12578,35255713
1184_MOL_NN_4-H3K27me3-MaleB,365165,12650,43352697
1186_ABC_NN_1-H3K27me3-MaleA,71592,608,1039836
1186_ABC_NN_1-H3K27me3-MaleB,83482,629,1139659
1187_VLMC_NN_1-H3K27me3-MaleA,138434,1770,4032619
1187_VLMC_NN_1-H3K27me3-MaleB,175998,2352,5146951
1188_VLMC_NN_2-H3K27me3-MaleA,54380,249,406620
1188_VLMC_NN_2-H3K27me3-MaleB,60827,345,629392
1189_VLMC_NN_3-H3K27me3-MaleA,12340,51,67959
1189_VLMC_NN_3-H3K27me3-MaleB,40153,150,245611
119_SI_MA_LPO_LHA_Skor1_Glut-H3K27me3-MaleA,119235,340,1953888
119_SI_MA_LPO_LHA_Skor1_Glut-H3K27me3-MaleB,92448,241,1265620
1191_Peri_NN_1-H3K27me3-MaleA,14884,63,85255
1191_Peri_NN_1-H3K27me3-MaleB,49777,194,329686
1192_SMC_NN_1-H3K27me3-MaleA,24233,18,32437
1192_SMC_NN_1-H3K27me3-MaleB,10581,44,60390
1193_Endo_NN_1-H3K27me3-MaleA,111084,1032,2060693
1193_Endo_NN_1-H3K27me3-MaleB,131451,1528,3258538
1194_Microglia_NN_1-H3K27me3-MaleA,140457,1551,4066415
1194_Microglia_NN_1-H3K27me3-MaleB,149588,1211,3933740
1195_BAM_NN_1-H3K27me3-MaleA,44980,529,606811
1195_BAM_NN_1-H3K27me3-MaleB,47838,99,310936
120_MEA_Otp_Foxp2_Glut-H3K27me3-MaleA,119209,434,3518747
120_MEA_Otp_Foxp2_Glut-H3K27me3-MaleB,184797,549,5492723
121_MEA_BST_Otp_Zic2_Glut-H3K27me3-MaleA,17486,21,99643
121_MEA_BST_Otp_Zic2_Glut-H3K27me3-MaleB,20571,15,113078
122_LHA_MEA_Otp_Glut-H3K27me3-MaleA,33210,47,207038
122_LHA_MEA_Otp_Glut-H3K27me3-MaleB,38437,55,241413
123_DMH_Nkx2_4_Glut-H3K27me3-MaleA,48874,108,340933
123_DMH_Nkx2_4_Glut-H3K27me3-MaleB,32022,55,180951
124_MPN_MPO_PVpo_Hmx2_Glut-H3K27me3-MaleA,44373,62,271548
124_MPN_MPO_PVpo_Hmx2_Glut-H3K27me3-MaleB,22326,33,129828
125_DMH_Hmx2_Glut-H3K27me3-MaleA,81034,172,812056
125_DMH_Hmx2_Glut-H3K27me3-MaleB,64147,100,438137
126_ARH_PVp_Tbx3_Glut-H3K27me3-MaleA,133217,612,2445740
126_ARH_PVp_Tbx3_Glut-H3K27me3-MaleB,101762,390,1484831
127_DMH_LHA_Vgll2_Glut-H3K27me3-MaleA,68479,182,938390
127_DMH_LHA_Vgll2_Glut-H3K27me3-MaleB,59328,128,629269
128_VMH_Fezf1_Glut-H3K27me3-MaleA,69856,157,725191
128_VMH_Fezf1_Glut-H3K27me3-MaleB,70300,131,740553
129_VMH_Nr5a1_Glut-H3K27me3-MaleA,165624,1114,4867783
129_VMH_Nr5a1_Glut-H3K27me3-MaleB,132834,793,3574301
130_LHA_Pmch_Glut-H3K27me3-MaleA,52252,84,552986
130_LHA_Pmch_Glut-H3K27me3-MaleB,49269,54,330906
131_LHA_AHN_PVH_Otp_Trh_Glut-H3K27me3-MaleA,110905,367,1692900
131_LHA_AHN_PVH_Otp_Trh_Glut-H3K27me3-MaleB,75448,236,987931
132_AHN_RCH_LHA_Otp_Fezf1_Glut-H3K27me3-MaleA,103735,677,2974287
132_AHN_RCH_LHA_Otp_Fezf1_Glut-H3K27me3-MaleB,119490,412,1797306
133_PVH_SO_PVa_Otp_Glut-H3K27me3-MaleA,135490,572,2523094
133_PVH_SO_PVa_Otp_Glut-H3K27me3-MaleB,113105,360,1611020
134_PH_ant_LHA_Otp_Bsx_Glut-H3K27me3-MaleA,81771,273,1187897
134_PH_ant_LHA_Otp_Bsx_Glut-H3K27me3-MaleB,66167,202,940562
135_STN_PSTN_Pitx2_Glut-H3K27me3-MaleA,248913,2503,10827968
135_STN_PSTN_Pitx2_Glut-H3K27me3-MaleB,178200,1675,5467916
136_PMv_TMv_Pitx2_Glut-H3K27me3-MaleA,35210,42,211495
136_PMv_TMv_Pitx2_Glut-H3K27me3-MaleB,16602,24,95239
137_PH_an_Pitx2_Glut-H3K27me3-MaleA,19761,27,110009
137_PH_an_Pitx2_Glut-H3K27me3-MaleB,12660,18,71996
138_PH_Pitx2_Glut-H3K27me3-MaleA,17343,6,24572
138_PH_Pitx2_Glut-H3K27me3-MaleB,23795,6,39552
139_PH_LHA_Foxb1_Glut-H3K27me3-MaleA,224967,1950,9628926
139_PH_LHA_Foxb1_Glut-H3K27me3-MaleB,200825,1486,6048258
140_PMd_LHA_Foxb1_Glut-H3K27me3-MaleA,17848,6,24597
140_PMd_LHA_Foxb1_Glut-H3K27me3-MaleB,7553,2,10926
141_PH_SUM_Foxa1_Glut-H3K27me3-MaleA,20315,27,114765
141_PH_SUM_Foxa1_Glut-H3K27me3-MaleB,17012,23,92250
142_HY_Gnrh1_Glut-H3K27me3-MaleA,310396,4447,18187101
142_HY_Gnrh1_Glut-H3K27me3-MaleB,263512,3136,12089856
143_MM_ant_Foxb1_Glut-H3K27me3-MaleA,7697,2,10984
143_MM_ant_Foxb1_Glut-H3K27me3-MaleB,2940,1,4282
149_PVT_PT_Ntrk1_Glut-H3K27me3-MaleA,34265,50,216309
149_PVT_PT_Ntrk1_Glut-H3K27me3-MaleB,24688,30,132020
151_TH_Prkcd_Grin2c_Glut-H3K27me3-MaleA,62019,75,455343
151_TH_Prkcd_Grin2c_Glut-H3K27me3-MaleB,57113,56,398229
152_RE_Xi_Nox4_Glut-H3K27me3-MaleA,141431,474,2867211
152_RE_Xi_Nox4_Glut-H3K27me3-MaleB,132734,283,1964943
156_MB_ant_ve_Dmrta2_Glut-H3K27me3-MaleA,211765,1975,8670328
156_MB_ant_ve_Dmrta2_Glut-H3K27me3-MaleB,152915,1502,4590821
159_IF_RL_CLI_PAG_Foxa1_Glut-H3K27me3-MaleA,165276,1132,5345154
159_IF_RL_CLI_PAG_Foxa1_Glut-H3K27me3-MaleB,130676,1039,3835126
166_MRN_Pou3f1_C1ql4_Glut-H3K27me3-MaleA,40030,127,511254
166_MRN_Pou3f1_C1ql4_Glut-H3K27me3-MaleB,45883,116,340889
168_SPA_SPFm_SPFp_POL_PIL_PoT_Sp9_Glut-H3K27me3-MaleA,38663,66,261125
168_SPA_SPFm_SPFp_POL_PIL_PoT_Sp9_Glut-H3K27me3-MaleB,19302,49,128921
180_SCiw_Pitx2_Glut-H3K27me3-MaleA,178716,1645,6742056
180_SCiw_Pitx2_Glut-H3K27me3-MaleB,113353,1219,3504602
191_PAG_MRN_Rln3_Gaba-H3K27me3-MaleA,6904,11,44232
191_PAG_MRN_Rln3_Gaba-H3K27me3-MaleB,26380,11,34828
195_SNr_VTA_Pax5_Npas1_Gaba-H3K27me3-MaleA,122051,886,3823784
195_SNr_VTA_Pax5_Npas1_Gaba-H3K27me3-MaleB,108763,1002,3277997
196_PAG_PPN_Pax5_Sox21_Gaba-H3K27me3-MaleA,57601,134,979829
196_PAG_PPN_Pax5_Sox21_Gaba-H3K27me3-MaleB,64055,185,955044
197_SNr_Six3_Gaba-H3K27me3-MaleA,108241,802,3403371
197_SNr_Six3_Gaba-H3K27me3-MaleB,126237,807,2477422
199_PAG_MRN_RN_Foxa2_Gaba-H3K27me3-MaleA,98599,397,1965716
199_PAG_MRN_RN_Foxa2_Gaba-H3K27me3-MaleB,100463,351,1584853
200_PAG_ND_PCG_Onecut1_Gaba-H3K27me3-MaleA,96183,707,3054544
200_PAG_ND_PCG_Onecut1_Gaba-H3K27me3-MaleB,75658,436,1247781
202_PRT_Tcf7l2_Gaba-H3K27me3-MaleA,137383,968,4179800
202_PRT_Tcf7l2_Gaba-H3K27me3-MaleB,124719,726,2269993
203_LGv_SPFp_SPFm_Nkx2_2_Tcf7l2_Gaba-H3K27me3-MaleA,49539,143,575301
203_LGv_SPFp_SPFm_Nkx2_2_Tcf7l2_Gaba-H3K27me3-MaleB,45309,112,333133
213_SCsg_Gabrr2_Gaba-H3K27me3-MaleA,18395,33,135262
213_SCsg_Gabrr2_Gaba-H3K27me3-MaleB,33670,48,208531
214_IPN_Otp_Crisp1_Gaba-H3K27me3-MaleA,54345,304,1071602
214_IPN_Otp_Crisp1_Gaba-H3K27me3-MaleB,93471,498,1452485
215_SNc_VTA_RAmb_Foxa1_Dopa-H3K27me3-MaleA,211253,1469,8672528
215_SNc_VTA_RAmb_Foxa1_Dopa-H3K27me3-MaleB,172087,1258,5145645
216_MB_MY_Tph2_Glut_Sero-H3K27me3-MaleA,41898,129,545409
216_MB_MY_Tph2_Glut_Sero-H3K27me3-MaleB,56389,145,433466
231_IPN_LDT_Vsx2_Nkx6_1_Glut-H3K27me3-MaleA,19508,40,135013
231_IPN_LDT_Vsx2_Nkx6_1_Glut-H3K27me3-MaleB,17609,36,103467
268_CS_PRNr_DR_En1_Sox2_Gaba-H3K27me3-MaleA,44642,72,339118
268_CS_PRNr_DR_En1_Sox2_Gaba-H3K27me3-MaleB,20311,45,129888
001_CLA_EPd_CTX_Car3_Glut-H3K27me3-FemaleA,38050,105,247080
001_CLA_EPd_CTX_Car3_Glut-H3K27me3-FemaleB,32298,47,205116
002_IT_EP_CLA_Glut-H3K27me3-FemaleA,66309,379,900364
